season,specie,sex,age(month),temperature,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,Disease
12,2,9,77,38.65,18,14,46,55,28,36,14,15
4,2,6,70,38.65,18,26,46,55,51,25,21,15
12,2,6,69,38.65,18,55,46,26,14,36,14,15
4,2,6,63,38.65,37,39,14,52,51,29,14,5
12,8,9,1,39.25,27,14,23,32,14,21,29,11
4,2,6,64,38.65,32,27,23,39,28,47,29,11
12,8,6,16,39.25,37,52,34,39,14,28,25,5
3,2,9,44,38.65,26,46,18,55,14,50,31,15
12,8,6,38,39.25,32,42,45,17,14,14,22,1
4,2,6,56,38.65,52,39,37,34,14,28,29,5
4,8,6,1,39.25,53,16,40,32,36,37,48,10
12,8,6,35,39.25,34,14,37,39,54,50,37,5
3,8,6,47,39.25,23,39,32,27,50,48,36,11
3,8,9,74,39.25,30,32,36,20,22,50,24,7
3,8,6,102,39.25,18,55,46,26,33,14,48,15
3,8,6,7,39.25,26,55,46,18,14,50,14,15
4,8,6,45,39.25,18,38,32,54,48,35,33,13
4,2,9,24,38.65,37,39,52,34,36,43,21,5
3,8,9,38,39.25,55,26,18,46,14,33,14,15
4,2,9,57,38.65,34,52,37,39,14,38,37,5
4,8,6,20,39.25,32,20,36,30,37,24,22,7
3,8,6,78,39.25,36,20,30,32,48,36,44,7
4,8,9,108,39.25,34,52,37,39,14,29,44,5
12,2,9,56,38.65,52,14,34,39,14,28,28,5
4,8,6,85,39.25,42,14,45,32,14,14,37,1
4,8,6,76,39.25,17,45,42,32,14,43,22,1
4,2,6,27,38.65,18,33,32,54,35,14,28,13
4,8,6,93,39.25,16,36,32,40,33,22,14,10
4,8,6,115,39.25,34,52,37,39,48,44,31,5
12,2,9,76,38.65,34,52,37,14,14,14,37,5
3,8,9,89,39.25,18,55,32,54,47,38,54,13
4,8,6,24,39.25,53,16,40,32,14,50,48,10
3,8,6,89,39.25,17,45,42,32,14,50,14,1
4,2,6,87,38.65,17,45,14,32,36,47,24,1
4,8,6,98,39.25,53,16,40,32,43,37,38,10
12,8,6,41,39.25,26,55,46,14,50,14,28,15
3,2,6,19,38.65,18,55,32,54,14,22,28,13
4,8,9,45,39.25,26,41,46,18,28,14,50,15
3,2,9,83,38.65,30,32,20,36,14,43,37,7
3,2,6,12,38.65,23,39,32,27,44,50,33,11
12,2,6,108,38.65,23,39,32,47,37,14,54,11
4,8,9,103,39.25,26,55,46,18,14,35,14,15
12,2,6,118,38.65,32,17,45,42,14,31,14,1
4,2,6,61,38.65,32,18,54,55,28,36,24,13
4,8,6,60,39.25,32,42,17,45,50,14,14,1
12,8,9,50,39.25,23,39,32,21,47,14,25,11
3,2,6,79,38.65,20,30,32,36,28,14,50,7
3,8,6,74,39.25,46,26,18,55,24,14,14,15
12,2,9,50,38.65,34,52,28,39,54,51,14,5
4,8,9,41,39.25,36,30,20,32,33,14,41,7
12,8,6,72,39.25,52,34,37,39,54,50,41,5
3,2,9,73,38.65,46,18,26,55,14,51,14,15
4,8,9,83,39.25,32,36,20,30,33,33,41,7
12,8,6,117,39.25,32,20,36,30,29,43,14,7
3,8,9,94,39.25,34,52,37,39,54,35,31,5
3,2,9,106,38.65,18,46,55,26,31,38,54,15
4,8,9,104,39.25,23,27,32,39,25,38,50,11
4,8,6,45,39.25,16,14,32,53,47,36,51,10
12,8,9,40,39.25,23,32,27,39,14,37,33,11
12,8,6,99,39.25,19,49,34,54,14,33,28,0
12,8,6,105,39.25,26,55,46,18,35,21,14,15
4,2,6,44,38.65,36,20,30,32,35,31,37,7
12,8,9,88,39.25,30,20,32,36,24,47,29,7
4,2,9,50,38.65,32,29,23,39,14,14,14,11
12,8,9,57,39.25,18,55,32,54,41,37,54,13
3,8,6,3,39.25,53,16,40,32,25,48,33,10
4,2,6,68,38.65,49,19,34,54,14,22,14,0
4,8,9,68,39.25,34,52,37,39,37,14,47,5
12,8,6,19,39.25,54,18,55,32,31,47,33,13
4,2,6,43,38.65,17,45,42,32,36,14,28,1
12,2,6,108,38.65,49,54,34,19,14,41,29,0
3,8,6,27,39.25,30,36,20,32,54,24,29,7
3,2,9,31,38.65,34,19,14,54,54,51,14,0
3,8,6,68,39.25,40,16,32,53,50,50,48,10
12,8,6,18,39.25,18,55,26,46,14,14,31,15
4,2,9,73,38.65,32,54,18,55,47,43,48,13
3,2,6,38,38.65,55,18,46,26,14,21,37,15
4,2,6,118,38.65,18,38,32,54,47,14,14,13
4,8,6,22,39.25,17,45,42,14,31,51,43,1
3,2,6,24,38.65,30,36,20,32,21,41,14,7
4,8,6,95,39.25,17,45,42,32,43,21,48,1
12,8,9,51,39.25,27,23,32,39,43,44,14,11
12,2,9,107,38.65,23,39,32,27,44,37,22,11
12,8,6,24,39.25,49,19,34,54,31,38,44,0
12,8,9,18,39.25,44,19,54,49,28,50,14,0
3,2,6,44,38.65,23,39,32,27,24,41,35,11
3,2,9,83,38.65,39,23,32,27,51,14,22,11
12,8,9,64,39.25,49,19,34,54,54,14,54,0
4,8,6,100,39.25,17,45,42,32,50,31,33,1
12,8,6,25,39.25,55,18,54,32,31,14,14,13
4,2,9,1,38.65,18,32,55,14,36,14,51,13
3,2,6,24,38.65,42,17,32,45,54,14,21,1
12,8,9,35,39.25,26,55,46,18,31,14,36,15
12,8,6,113,39.25,30,20,32,36,35,54,14,7
3,2,6,51,38.65,54,32,55,18,31,25,38,13
12,2,6,38,38.65,32,20,30,36,43,47,44,7
12,8,6,79,39.25,32,31,20,30,51,14,50,7
12,2,6,44,38.65,16,40,53,32,14,14,43,10
12,8,6,21,39.25,26,55,14,18,38,14,14,15
4,8,6,99,39.25,54,34,19,49,38,47,33,0
12,2,6,75,38.65,32,30,20,36,41,14,31,7
4,8,9,14,39.25,54,39,32,27,14,14,54,11
12,2,6,115,38.65,32,39,27,23,48,50,33,11
4,2,6,75,38.65,27,23,32,39,14,43,37,11
4,2,9,91,38.65,32,14,36,20,54,38,35,7
4,2,9,35,38.65,50,20,36,30,43,25,25,7
4,2,9,58,38.65,49,54,19,34,28,35,50,0
12,2,6,18,38.65,53,16,40,32,25,14,25,10
12,8,6,116,39.25,32,20,36,30,14,25,47,7
4,2,9,14,38.65,49,19,34,54,14,22,54,0
3,8,6,49,39.25,32,16,53,40,43,38,41,10
3,8,6,42,39.25,55,26,46,18,24,31,38,15
12,2,9,85,38.65,32,54,55,14,41,29,54,13
4,2,9,96,38.65,26,18,55,46,54,14,36,15
12,2,6,27,38.65,27,32,39,23,25,31,48,11
12,2,9,60,38.65,26,55,14,18,22,51,47,15
3,8,9,89,39.25,18,55,32,54,14,33,54,13
3,8,6,39,39.25,18,26,55,46,50,41,29,15
12,8,6,77,39.25,46,55,18,26,38,14,14,15
12,8,9,10,39.25,55,46,26,18,36,31,37,15
4,2,6,6,38.65,32,45,17,42,14,54,47,1
12,2,6,94,38.65,34,19,54,49,14,24,33,0
4,8,9,52,39.25,34,52,37,39,47,14,29,5
12,8,6,20,39.25,26,55,46,18,47,14,25,15
12,2,9,68,38.65,32,20,36,30,48,38,14,7
3,2,6,91,38.65,34,52,39,37,14,38,36,5
12,2,6,101,38.65,26,41,46,18,54,28,14,15
3,8,6,80,39.25,34,52,39,37,43,31,14,5
4,2,6,7,38.65,17,45,42,32,33,14,41,1
12,8,9,56,39.25,34,52,37,39,14,36,14,5
3,2,6,18,38.65,37,34,52,39,37,51,37,5
4,2,6,102,38.65,23,32,27,39,14,44,54,11
12,2,6,6,38.65,52,34,37,39,22,36,37,5
3,8,9,99,39.25,37,34,52,39,14,44,21,5
3,2,6,109,38.65,53,16,40,32,29,38,14,10
12,2,6,61,38.65,32,17,45,42,28,48,48,1
3,2,6,1,38.65,34,54,49,19,31,48,51,0
4,8,9,21,39.25,32,20,36,30,14,44,47,7
3,2,6,120,38.65,34,54,19,49,31,14,47,0
12,2,9,25,38.65,34,52,37,39,14,41,48,5
3,8,6,1,39.25,26,55,46,18,14,21,14,15
4,2,6,11,38.65,32,20,36,30,14,48,14,7
4,8,6,37,39.25,34,52,37,39,14,29,48,5
4,2,6,92,38.65,34,52,37,39,24,22,14,5
4,8,6,104,39.25,32,20,36,30,24,22,36,7
4,2,9,55,38.65,27,39,32,23,29,50,37,11
3,2,9,115,38.65,55,18,26,46,50,14,47,15
3,2,6,64,38.65,36,30,32,20,35,14,35,7
4,2,6,110,38.65,46,18,26,55,33,28,14,15
12,8,6,75,39.25,18,32,54,55,25,14,14,13
3,8,9,23,39.25,49,19,54,14,29,51,14,0
4,8,6,106,39.25,32,36,30,20,14,28,14,7
4,8,9,37,39.25,20,30,36,32,44,22,14,7
3,2,6,75,38.65,30,20,36,32,24,24,54,7
12,8,9,79,39.25,32,20,36,30,14,14,14,7
12,8,6,87,39.25,17,45,42,32,41,54,38,1
12,8,6,52,39.25,39,23,27,32,38,44,14,11
3,2,9,9,38.65,32,55,18,54,14,48,43,13
4,2,9,32,38.65,39,52,14,37,47,31,29,5
4,2,6,12,38.65,17,45,42,32,54,51,14,1
3,8,9,112,39.25,34,52,14,39,21,28,38,5
4,8,6,19,39.25,30,36,32,20,14,14,14,7
12,8,6,79,39.25,32,36,30,20,24,14,28,7
12,8,9,16,39.25,54,18,32,55,14,14,21,13
3,8,6,21,39.25,53,16,40,32,14,14,25,10
3,8,6,12,39.25,32,42,17,45,14,14,31,1
3,2,6,52,38.65,17,33,42,32,36,41,14,1
3,2,6,21,38.65,23,39,32,27,22,51,28,11
12,2,6,94,38.65,52,34,39,37,22,35,44,5
12,2,9,94,38.65,37,52,39,34,14,33,14,5
12,2,6,28,38.65,39,32,23,27,21,29,33,11
12,8,6,68,39.25,46,14,26,18,14,43,14,15
12,8,6,5,39.25,30,32,20,36,25,14,14,7
3,8,6,47,39.25,53,16,40,32,38,54,44,10
12,2,6,11,38.65,34,52,37,39,51,14,35,5
12,8,6,76,39.25,17,14,42,32,29,28,31,1
12,8,6,55,39.25,16,32,40,14,38,41,33,10
4,2,6,26,38.65,54,49,38,34,31,36,14,0
12,2,6,108,38.65,46,55,26,18,41,41,29,15
4,2,6,110,38.65,39,32,23,27,50,38,51,11
12,8,6,69,39.25,17,45,42,32,24,50,29,1
3,8,6,75,39.25,27,23,39,32,51,33,35,11
3,8,9,96,39.25,32,20,36,30,29,21,35,7
12,8,9,40,39.25,46,55,26,18,51,54,29,15
4,2,9,2,38.65,32,20,36,30,35,14,14,7
3,8,6,92,39.25,17,14,42,32,28,44,54,1
4,8,9,79,39.25,18,55,32,54,14,41,14,13
3,8,6,53,39.25,39,52,34,37,41,28,50,5
12,8,9,94,39.25,20,36,32,30,21,31,21,7
3,8,9,94,39.25,46,14,18,55,47,25,54,15
3,2,6,67,38.65,26,55,46,18,37,54,38,15
12,2,6,39,38.65,45,43,32,17,48,31,22,1
3,8,6,115,39.25,45,42,32,17,50,24,41,1
12,2,6,107,38.65,34,52,14,39,14,43,28,5
12,2,6,118,38.65,17,45,42,32,50,50,14,1
12,8,6,87,39.25,34,54,19,49,14,28,22,0
3,8,6,104,39.25,34,14,37,39,29,47,14,5
3,8,9,28,39.25,32,20,36,30,35,14,22,7
4,2,9,111,38.65,34,52,37,39,14,38,28,5
3,8,6,117,39.25,17,42,32,45,21,14,14,1
12,2,6,99,38.65,34,52,37,39,22,50,35,5
3,8,9,59,39.25,23,39,32,27,14,14,37,11
4,8,6,15,39.25,19,34,49,54,31,14,31,0
4,8,6,68,39.25,27,32,39,23,51,47,14,11
3,8,9,78,39.25,34,19,54,49,50,47,14,0
12,2,6,79,38.65,16,32,40,53,44,33,36,10
3,8,6,48,39.25,55,14,14,18,24,22,14,13
4,8,6,66,39.25,37,39,34,52,29,44,21,5
3,2,6,86,38.65,34,52,37,39,29,43,29,5
12,8,6,50,39.25,30,20,32,36,44,29,36,7
12,8,6,107,39.25,17,45,42,32,22,22,37,1
4,2,9,45,38.65,27,39,32,23,14,38,35,11
12,2,6,51,38.65,17,45,42,32,14,36,50,1
3,8,6,20,39.25,49,19,34,54,14,33,22,0
4,2,9,74,38.65,36,30,32,20,14,14,41,7
4,2,9,77,38.65,34,19,49,54,33,24,31,0
12,2,6,75,38.65,32,20,36,30,37,54,22,7
4,8,9,89,39.25,32,20,36,24,44,14,25,7
3,2,6,12,38.65,32,20,36,30,47,31,25,7
12,8,9,20,39.25,55,18,46,26,25,14,14,15
3,8,6,95,39.25,32,14,45,42,28,43,50,1
4,2,6,9,38.65,18,55,32,54,14,14,28,13
12,2,6,116,38.65,34,52,37,39,41,31,25,5
3,8,6,101,39.25,18,55,46,26,24,14,29,15
12,2,6,3,38.65,16,32,35,40,14,22,37,10
4,8,6,57,39.25,18,55,32,54,22,22,24,13
4,2,9,62,38.65,26,55,46,18,36,44,14,15
12,2,9,3,38.65,34,52,37,39,14,14,24,5
4,8,9,81,39.25,54,19,34,49,14,48,28,0
12,8,6,9,39.25,26,55,46,18,31,21,14,15
3,2,9,70,38.65,49,19,34,43,29,14,14,0
3,2,9,40,38.65,39,27,32,23,43,14,25,11
4,8,6,98,39.25,17,42,45,32,14,14,14,1
12,8,6,86,39.25,17,45,42,14,33,36,35,1
12,8,9,77,39.25,23,39,32,27,41,22,14,11
12,2,6,24,38.65,22,32,40,53,44,14,51,10
3,2,6,34,38.65,23,32,27,39,33,47,50,11
12,8,9,106,39.25,37,34,21,39,28,14,14,5
3,8,6,70,39.25,32,20,36,30,31,29,14,7
3,8,6,8,39.25,49,19,34,54,28,44,29,0
12,2,9,94,38.65,34,37,52,39,50,44,33,5
12,8,6,117,39.25,40,21,53,32,21,51,14,10
4,2,6,82,38.65,34,19,49,54,35,14,22,0
3,2,6,76,38.65,37,34,39,52,47,44,51,5
12,2,6,98,38.65,53,40,16,32,48,35,14,10
3,8,6,38,39.25,45,17,31,14,21,14,54,1
12,8,9,110,39.25,36,20,30,32,28,35,38,7
12,8,6,7,39.25,32,40,53,16,14,47,33,10
3,8,9,99,39.25,32,20,30,36,14,48,31,7
12,8,9,48,39.25,34,37,33,39,36,14,36,5
4,8,9,44,39.25,36,30,32,20,14,14,38,7
3,2,6,112,38.65,53,16,40,32,36,21,37,10
3,2,9,111,38.65,26,18,46,55,25,29,38,15
4,2,6,72,38.65,39,27,41,23,29,51,25,11
3,2,6,61,38.65,17,32,45,42,36,47,38,1
4,8,9,53,39.25,26,55,46,18,36,14,47,15
3,2,9,33,38.65,18,26,46,55,54,43,37,15
12,8,6,52,39.25,18,54,55,32,47,21,22,13
3,2,9,114,38.65,32,20,36,30,35,38,50,7
12,2,6,81,38.65,17,45,42,32,24,14,48,1
12,2,9,38,38.65,32,30,20,36,25,41,21,7
3,8,9,89,39.25,36,20,14,32,51,24,28,7
4,8,9,18,39.25,39,37,52,34,14,14,35,5
4,8,6,66,39.25,53,16,44,32,14,25,24,10
12,8,6,35,39.25,42,45,17,32,14,14,14,1
4,2,6,27,38.65,34,52,37,39,37,24,24,5
4,2,6,49,38.65,16,40,32,53,41,50,41,10
4,8,9,13,39.25,34,37,39,52,51,25,47,5
12,2,9,93,38.65,55,18,26,46,31,33,31,15
3,2,6,54,38.65,49,19,34,54,28,51,14,0
4,2,9,24,38.65,18,55,32,54,54,44,44,13
12,8,6,103,39.25,55,18,26,46,14,48,43,15
4,2,6,63,38.65,39,52,34,37,44,14,51,5
3,8,6,114,39.25,26,18,46,55,22,47,29,15
3,8,6,39,39.25,18,55,32,54,33,14,36,13
3,2,6,103,38.65,45,17,42,32,48,14,44,1
12,8,6,70,39.25,32,14,20,36,24,28,48,7
3,2,6,19,38.65,17,24,42,32,21,54,35,1
12,2,6,19,38.65,45,17,32,42,35,33,14,1
3,8,9,7,39.25,49,34,54,19,41,41,31,0
4,8,6,14,39.25,17,45,42,22,48,44,25,1
4,2,9,18,38.65,26,55,46,18,37,48,14,15
3,2,6,8,38.65,53,16,32,40,36,14,35,10
12,8,9,41,39.25,32,20,36,30,25,33,38,7
3,8,6,106,39.25,45,32,42,17,29,14,24,1
4,8,6,86,39.25,45,17,42,32,14,38,38,1
3,8,6,114,39.25,36,32,20,30,50,21,51,7
12,8,6,46,39.25,52,34,39,37,47,38,50,5
12,8,6,3,39.25,20,32,30,36,37,51,41,7
4,8,6,60,39.25,39,14,34,52,31,29,51,5
12,2,9,88,38.65,34,37,39,52,33,37,48,5
12,2,6,71,38.65,32,27,39,23,29,47,25,11
4,8,9,48,39.25,34,14,52,37,48,24,47,5
12,8,9,11,39.25,49,14,34,54,37,14,14,0
3,8,6,104,39.25,23,39,32,27,31,14,14,11
4,2,6,103,38.65,17,45,42,32,29,22,37,1
4,8,9,116,39.25,34,22,37,52,48,28,37,5
12,8,9,90,39.25,30,36,32,20,31,25,51,7
3,8,6,19,39.25,20,30,32,36,50,14,22,7
4,2,9,105,38.65,32,20,36,30,31,14,14,7
3,2,6,54,38.65,37,34,39,52,14,43,14,5
4,8,9,80,39.25,23,21,39,27,50,28,21,11
4,2,6,8,38.65,32,16,53,40,29,54,31,10
12,8,6,14,39.25,53,16,40,32,14,28,41,10
12,8,9,109,39.25,37,34,39,52,14,43,44,5
3,2,9,98,38.65,26,18,46,55,47,14,44,15
12,2,6,43,38.65,37,16,53,40,25,22,41,10
3,2,6,24,38.65,34,52,37,39,21,14,38,5
4,8,6,120,39.25,34,52,37,14,24,38,14,5
3,8,6,50,39.25,32,54,55,18,37,21,50,13
3,8,6,59,39.25,45,42,14,17,54,14,14,1
4,8,6,102,39.25,41,39,32,27,14,14,37,11
3,2,6,93,38.65,17,32,42,45,14,36,41,1
4,8,6,5,39.25,23,39,32,27,48,48,31,11
3,8,6,15,39.25,53,32,16,40,14,54,54,10
12,8,6,115,39.25,32,40,16,53,14,28,51,10
12,2,9,75,38.65,23,39,32,27,31,22,14,11
12,8,9,106,39.25,23,39,32,27,14,14,35,11
4,2,9,61,38.65,49,19,14,54,38,47,35,0
3,2,6,78,38.65,17,42,32,45,14,38,41,1
4,2,6,1,38.65,49,19,34,54,38,44,50,0
4,8,6,53,39.25,53,16,40,32,36,35,14,10
3,8,6,96,39.25,17,45,42,32,14,41,43,1
3,2,6,47,38.65,17,45,42,32,14,48,37,1
12,2,6,28,38.65,49,14,34,54,33,41,31,0
3,8,9,68,39.25,25,55,14,14,31,33,51,13
3,8,6,16,39.25,27,23,32,39,25,21,24,11
3,2,9,107,38.65,34,19,49,54,48,44,48,0
12,2,6,26,38.65,53,16,40,14,36,51,28,10
4,8,6,20,39.25,53,16,40,32,38,14,14,10
4,8,6,83,39.25,17,14,29,32,14,38,14,1
12,2,9,8,38.65,55,46,18,26,54,48,24,15
4,2,6,17,38.65,53,32,16,40,33,37,33,10
12,2,9,86,38.65,54,49,34,19,35,43,31,0
12,8,6,74,39.25,32,17,45,42,33,25,54,1
4,2,6,35,38.65,42,45,17,32,35,14,14,1
4,8,6,28,39.25,53,16,40,32,24,54,14,10
3,2,6,3,38.65,34,52,37,39,14,33,31,5
12,2,6,79,38.65,34,52,37,39,36,14,28,5
4,2,9,44,38.65,26,55,18,46,25,21,28,15
12,8,9,31,39.25,18,32,55,14,14,47,31,13
3,2,6,86,38.65,17,45,42,25,14,14,29,1
12,2,9,57,38.65,34,37,52,39,28,21,25,5
4,2,6,87,38.65,17,45,42,32,28,14,29,1
3,2,9,5,38.65,55,26,18,46,36,38,14,15
3,8,6,105,39.25,17,45,42,14,51,35,41,1
12,2,6,77,38.65,39,37,34,52,48,21,37,5
3,8,6,1,39.25,34,54,49,19,24,38,44,0
3,2,6,103,38.65,17,45,42,32,47,21,51,1
12,2,6,114,38.65,55,51,46,18,54,35,14,15
3,8,6,70,39.25,40,32,14,16,54,31,38,10
3,8,9,89,39.25,34,52,37,39,22,36,25,5
12,2,9,49,38.65,32,20,30,36,14,28,38,7
4,2,9,84,38.65,55,46,26,18,28,31,38,15
12,2,6,101,38.65,23,38,32,27,33,21,22,11
4,2,9,29,38.65,49,19,34,54,50,24,51,0
4,2,6,67,38.65,37,39,34,14,41,51,29,5
3,8,6,83,39.25,32,54,55,18,35,33,14,13
3,2,6,31,38.65,32,17,29,42,43,21,41,1
3,2,6,22,38.65,32,23,39,27,14,14,25,11
12,2,9,36,38.65,27,32,23,39,37,14,44,11
12,8,9,38,39.25,37,52,34,14,36,29,41,5
4,2,6,75,38.65,54,55,18,32,24,38,36,13
12,8,6,102,39.25,54,55,32,18,14,35,14,13
12,2,6,90,38.65,53,16,40,32,14,14,54,10
3,2,9,85,38.65,32,27,23,39,24,31,14,11
12,2,9,81,38.65,32,20,36,30,33,35,33,7
3,2,9,56,38.65,32,39,27,23,14,14,36,11
3,2,6,63,38.65,45,32,42,17,41,44,36,1
12,8,9,42,39.25,18,55,32,54,35,54,33,13
4,8,6,39,39.25,32,42,17,45,41,35,35,1
4,8,6,23,39.25,32,20,36,30,38,14,35,7
12,2,6,85,38.65,23,32,39,27,14,29,14,11
3,2,9,112,38.65,18,55,21,54,24,33,14,13
12,8,9,18,39.25,49,19,34,54,31,41,54,0
4,8,6,7,39.25,16,32,40,53,14,37,14,10
4,8,9,49,39.25,32,50,23,39,37,48,14,11
3,2,9,69,38.65,55,18,46,26,47,24,47,15
4,8,6,26,39.25,24,54,34,19,43,14,37,0
12,2,6,116,38.65,27,39,14,23,54,21,35,11
12,2,6,40,38.65,32,16,53,40,14,14,22,10
4,8,6,30,39.25,26,18,55,46,14,51,54,15
3,2,9,77,38.65,32,20,36,30,22,36,14,7
12,2,9,88,38.65,26,55,46,18,38,36,33,15
4,8,9,54,39.25,19,49,54,34,14,14,43,0
12,2,9,13,38.65,39,37,34,52,25,14,14,5
12,8,6,25,39.25,26,55,14,46,14,36,47,15
4,8,9,29,39.25,18,55,32,54,14,31,51,13
12,8,6,90,39.25,17,45,42,32,50,14,21,1
3,8,9,20,39.25,34,52,37,39,51,21,14,5
3,2,9,111,38.65,49,19,34,54,31,51,22,0
12,8,6,21,39.25,34,39,37,52,41,14,14,5
3,8,6,82,39.25,34,52,37,39,51,33,47,5
12,8,6,47,39.25,31,54,19,34,14,37,14,0
3,2,6,71,38.65,45,14,32,17,14,24,29,1
3,2,9,65,38.65,32,23,39,27,22,48,22,11
12,8,9,26,39.25,32,27,23,39,31,14,14,11
3,8,9,111,39.25,48,26,55,18,36,35,41,15
12,8,6,79,39.25,23,39,32,27,47,14,33,11
3,8,6,22,39.25,32,27,23,37,50,36,14,11
12,8,6,1,39.25,53,16,40,32,31,37,14,10
3,2,6,108,38.65,37,25,52,14,14,41,51,5
12,2,6,85,38.65,45,32,42,17,38,54,14,1
3,2,9,67,38.65,39,23,32,14,14,24,50,11
4,2,6,39,38.65,26,55,46,18,33,47,14,15
4,8,6,23,39.25,17,32,42,45,47,14,28,1
12,2,6,87,38.65,17,45,42,32,28,48,54,1
3,8,9,44,39.25,23,39,32,27,38,14,14,11
12,8,6,106,39.25,32,20,36,30,28,14,38,7
3,2,6,8,38.65,17,45,42,32,14,24,29,1
12,2,6,4,38.65,16,32,44,53,24,29,14,10
4,8,9,113,39.25,55,32,54,18,25,43,33,13
3,8,6,55,39.25,18,55,32,54,54,50,25,13
4,2,6,14,38.65,17,45,29,32,14,31,22,1
3,8,6,28,39.25,32,20,36,30,22,28,38,7
4,8,6,94,39.25,20,30,32,36,14,41,33,7
3,8,9,111,39.25,23,39,32,27,14,54,36,11
12,8,6,14,39.25,23,27,32,39,36,54,54,11
3,8,9,94,39.25,23,39,32,27,48,35,25,11
3,8,6,85,39.25,32,20,36,30,50,50,22,7
4,8,6,28,39.25,37,14,52,34,33,41,36,5
12,2,6,25,38.65,34,52,37,39,35,28,35,5
3,8,9,73,39.25,30,32,36,20,50,38,48,7
3,8,6,74,39.25,17,45,42,32,14,22,21,1
3,8,6,19,39.25,54,49,19,34,14,33,36,0
4,2,6,47,38.65,55,18,32,54,33,14,48,13
4,2,9,98,38.65,36,32,20,14,14,47,31,7
3,2,9,84,38.65,32,20,36,30,48,36,14,7
4,8,6,32,39.25,53,16,40,32,50,25,14,10
4,2,6,96,38.65,44,32,17,42,22,35,14,1
4,2,6,47,38.65,26,55,46,18,43,21,24,15
3,2,6,73,38.65,37,34,39,52,14,14,31,5
12,2,6,66,38.65,17,45,42,32,43,25,14,1
3,8,6,113,39.25,18,55,32,54,21,14,36,13
3,2,9,88,38.65,32,39,27,23,44,35,44,11
3,8,6,106,39.25,20,32,36,30,48,28,43,7
4,2,6,63,38.65,17,45,42,32,14,51,44,1
12,8,9,45,39.25,46,26,18,55,36,28,43,15
12,2,6,33,38.65,39,14,14,27,33,21,43,11
12,2,9,6,38.65,34,52,37,14,51,29,51,5
4,2,6,46,38.65,23,39,32,27,28,31,31,11
4,8,6,78,39.25,16,32,40,50,47,22,14,10
3,2,9,106,38.65,34,52,37,39,43,14,14,5
12,2,6,41,38.65,53,16,40,32,47,36,28,10
12,8,6,54,39.25,39,37,52,34,14,24,14,5
3,2,9,3,38.65,39,23,27,32,37,14,37,11
3,2,9,58,38.65,37,39,34,52,25,31,14,5
12,8,6,5,39.25,40,53,16,32,21,33,28,10
12,8,6,79,39.25,42,17,45,32,36,14,14,1
12,2,9,56,38.65,18,55,32,54,14,51,29,13
3,8,9,49,39.25,39,23,27,32,48,22,35,11
3,2,6,14,38.65,40,53,32,14,14,14,54,10
3,8,9,122,39.25,23,39,32,27,44,41,43,11
12,8,6,114,39.25,23,39,32,27,43,14,54,11
4,2,6,111,38.65,32,20,30,36,38,14,37,7
4,8,6,36,39.25,36,32,30,20,43,44,14,7
4,2,6,70,38.65,32,40,53,16,14,51,14,10
12,8,6,119,39.25,46,18,55,26,43,47,21,15
4,2,6,15,38.65,17,45,35,32,22,54,36,1
3,8,9,3,39.25,34,39,37,52,14,14,14,5
3,8,6,72,39.25,32,54,18,55,14,14,25,13
3,8,6,118,39.25,32,27,39,23,25,22,21,11
3,2,6,113,38.65,42,45,17,32,14,41,47,1
3,2,9,23,38.65,26,55,46,18,33,14,14,15
12,8,6,78,39.25,54,18,55,32,14,51,29,13
4,2,6,69,38.65,20,36,32,30,29,48,41,7
12,2,9,1,38.65,30,36,20,32,38,22,14,7
12,8,6,17,39.25,46,18,26,55,14,43,14,15
12,8,6,31,39.25,42,45,32,17,14,41,28,1
3,2,6,74,38.65,18,55,14,28,51,22,38,15
3,2,6,5,38.65,17,45,42,32,14,36,41,1
12,2,9,52,38.65,26,55,46,18,50,36,14,15
3,8,6,13,39.25,34,52,37,39,21,50,41,5
3,2,6,66,38.65,40,16,32,53,36,29,14,10
3,8,9,85,39.25,18,55,14,54,14,50,35,13
12,2,6,114,38.65,30,20,36,14,36,21,14,7
12,8,6,16,39.25,30,20,32,36,31,35,25,7
3,2,6,11,38.65,32,45,14,42,47,22,51,1
12,2,9,19,38.65,46,55,26,18,29,14,50,15
3,2,9,14,38.65,18,55,32,54,28,14,14,13
4,2,6,66,38.65,43,32,14,27,14,48,47,11
12,8,6,68,39.25,18,55,32,28,38,44,41,13
4,8,9,79,39.25,36,32,20,30,48,29,41,7
3,8,6,61,39.25,17,32,42,45,33,44,36,1
3,2,6,121,38.65,32,48,36,30,50,50,14,7
12,8,6,120,39.25,23,32,27,39,14,54,43,11
3,8,9,86,39.25,23,39,32,27,28,47,14,11
4,2,6,21,38.65,53,16,40,14,54,24,28,10
3,2,6,1,38.65,42,17,45,32,14,14,35,1
12,8,6,41,39.25,18,55,32,54,41,14,25,13
3,8,6,45,39.25,55,18,26,46,14,14,28,15
3,2,6,70,38.65,32,20,36,30,22,14,14,7
12,2,6,21,38.65,52,34,21,39,43,36,47,5
3,8,9,74,39.25,39,37,52,34,54,35,38,5
4,8,6,99,39.25,46,55,26,14,21,41,33,15
3,8,6,22,39.25,43,20,36,30,33,14,14,7
12,2,9,115,38.65,34,49,54,14,21,33,36,0
12,2,6,8,38.65,26,55,18,46,44,35,44,15
